trip_id,arrival_time,departure_time,stop_id,stop_sequence
R022_T03,08:21:31,08:21:31,S0078,6
R022_T03,08:25:51,08:25:51,S0079,7
R022_T03,08:30:11,08:30:11,S0080,8
R022_T03,08:34:39,08:34:39,S0081,9
R022_T03,08:38:53,08:38:53,S0082,10
R022_T03,08:42:05,08:42:05,S0083,11
R022_T03,08:45:42,08:45:42,S0084,12
R022_T04,09:00:00,09:00:00,S0073,1
R022_T04,09:03:10,09:03:10,S0074,2
R022_T04,09:07:39,09:07:39,S0075,3
R022_T04,09:12:05,09:12:05,S0076,4
R022_T04,09:15:39,09:15:39,S0077,5
R022_T04,09:19:52,09:19:52,S0078,6
R022_T04,09:24:11,09:24:11,S0079,7
R022_T04,09:28:27,09:28:27,S0080,8
R022_T04,09:31:32,09:31:32,S0081,9
R022_T04,09:34:51,09:34:51,S0082,10
R022_T04,09:40:29,09:40:29,S0083,11
R022_T04,09:43:42,09:43:42,S0084,12
R022_T05,10:00:00,10:00:00,S0073,1
R022_T05,10:03:15,10:03:15,S0074,2
R022_T05,10:07:40,10:07:40,S0075,3
R022_T05,10:12:43,10:12:43,S0076,4
R022_T05,10:18:02,10:18:02,S0077,5
R022_T05,10:22:13,10:22:13,S0078,6
R022_T05,10:25:38,10:25:38,S0079,7
R022_T05,10:30:13,10:30:13,S0080,8
R022_T05,10:35:48,10:35:48,S0081,9
R022_T05,10:38:54,10:38:54,S0082,10
R022_T05,10:43:00,10:43:00,S0083,11
R022_T05,10:46:07,10:46:07,S0084,12
R022_T06,11:00:00,11:00:00,S0073,1
R022_T06,11:03:08,11:03:08,S0074,2
R022_T06,11:06:33,11:06:33,S0075,3
R022_T06,11:11:13,11:11:13,S0076,4
R022_T06,11:16:18,11:16:18,S0077,5
R022_T06,11:21:55,11:21:55,S0078,6
R022_T06,11:25:59,11:25:59,S0079,7
R022_T06,11:29:03,11:29:03,S0080,8
R022_T06,11:32:31,11:32:31,S0081,9
R022_T06,11:35:36,11:35:36,S0082,10
R022_T06,11:39:43,11:39:43,S0083,11
R022_T06,11:43:12,11:43:12,S0084,12
R023_T01,06:00:00,06:00:00,S0056,1
R023_T01,06:05:25,06:05:25,S0057,2
R023_T01,06:09:26,06:09:26,S0058,3
R023_T01,06:13:53,06:13:53,S0059,4
R023_T01,06:17:15,06:17:15,S0060,5
R023_T01,06:20:26,06:20:26,S0061,6
R023_T01,06:24:43,06:24:43,S0062,7
R023_T01,06:28:52,06:28:52,S0063,8
R023_T01,06:32:31,06:32:31,S0064,9
R023_T01,06:38:10,06:38:10,S0065,10
R023_T01,06:41:28,06:41:28,S0066,11
R023_T01,06:45:54,06:45:54,S0067,12
R023_T01,06:51:24,06:51:24,S0068,13
R023_T01,06:54:29,06:54:29,S0069,14
R023_T02,07:00:00,07:00:00,S0056,1
R023_T02,07:03:26,07:03:26,S0057,2
R023_T02,07:06:59,07:06:59,S0058,3
R023_T02,07:10:39,07:10:39,S0059,4
R023_T02,07:15:40,07:15:40,S0060,5
R023_T02,07:20:02,07:20:02,S0061,6
R023_T02,07:24:36,07:24:36,S0062,7
R023_T02,07:28:58,07:28:58,S0063,8
R023_T02,07:34:30,07:34:30,S0064,9
R023_T02,07:38:54,07:38:54,S0065,10
R023_T02,07:43:05,07:43:05,S0066,11
R023_T02,07:46:25,07:46:25,S0067,12
R023_T02,07:51:39,07:51:39,S0068,13
R023_T02,07:54:56,07:54:56,S0069,14
R023_T03,08:00:00,08:00:00,S0056,1
R023_T03,08:05:22,08:05:22,S0057,2
R023_T03,08:10:36,08:10:36,S0058,3
R023_T03,08:13:42,08:13:42,S0059,4
R023_T03,08:16:57,08:16:57,S0060,5
R023_T03,08:21:31,08:21:31,S0061,6
R023_T03,08:26:34,08:26:34,S0062,7
R023_T03,08:30:10,08:30:10,S0063,8
R023_T03,08:34:32,08:34:32,S0064,9
R023_T03,08:37:43,08:37:43,S0065,10
R023_T03,08:41:20,08:41:20,S0066,11
R023_T03,08:45:42,08:45:42,S0067,12
R023_T03,08:50:43,08:50:43,S0068,13
R023_T03,08:56:05,08:56:05,S0069,14
R023_T04,09:00:00,09:00:00,S0056,1
R023_T04,09:03:36,09:03:36,S0057,2
R023_T04,09:07:07,09:07:07,S0058,3
R023_T04,09:12:26,09:12:26,S0059,4
R023_T04,09:15:57,09:15:57,S0060,5
R023_T04,09:19:02,09:19:02,S0061,6
R023_T04,09:22:16,09:22:16,S0062,7
R023_T04,09:27:30,09:27:30,S0063,8
R023_T04,09:31:03,09:31:03,S0064,9
R023_T04,09:35:03,09:35:03,S0065,10
R023_T04,09:39:42,09:39:42,S0066,11
R023_T04,09:42:50,09:42:50,S0067,12
R023_T04,09:47:01,09:47:01,S0068,13
R023_T04,09:51:04,09:51:04,S0069,14
R023_T05,10:00:00,10:00:00,S0056,1
R023_T05,10:05:09,10:05:09,S0057,2
R023_T05,10:08:42,10:08:42,S0058,3
R023_T05,10:12:46,10:12:46,S0059,4
R023_T05,10:17:11,10:17:11,S0060,5
R023_T05,10:22:17,10:22:17,S0061,6
R023_T05,10:26:36,10:26:36,S0062,7
R023_T05,10:30:44,10:30:44,S0063,8
R023_T05,10:34:11,10:34:11,S0064,9
R023_T05,10:39:42,10:39:42,S0065,10
R023_T05,10:45:02,10:45:02,S0066,11
R023_T05,10:48:37,10:48:37,S0067,12
R023_T05,10:54:16,10:54:16,S0068,13
R023_T05,10:58:30,10:58:30,S0069,14
R023_T06,11:00:00,11:00:00,S0056,1
R023_T06,11:03:24,11:03:24,S0057,2
R023_T06,11:07:42,11:07:42,S0058,3
R023_T06,11:10:53,11:10:53,S0059,4
R023_T06,11:15:53,11:15:53,S0060,5
R023_T06,11:21:29,11:21:29,S0061,6
R023_T06,11:26:05,11:26:05,S0062,7
R023_T06,11:29:16,11:29:16,S0063,8
R023_T06,11:34:36,11:34:36,S0064,9
R023_T06,11:39:50,11:39:50,S0065,10
R023_T06,11:45:26,11:45:26,S0066,11
R023_T06,11:48:57,11:48:57,S0067,12
R023_T06,11:52:18,11:52:18,S0068,13
R023_T06,11:57:22,11:57:22,S0069,14
R024_T01,06:00:00,06:00:00,S0022,1
R024_T01,06:05:05,06:05:05,S0023,2
R024_T01,06:10:45,06:10:45,S0024,3
R024_T01,06:16:06,06:16:06,S0025,4
R024_T01,06:20:06,06:20:06,S0026,5
R024_T01,06:24:19,06:24:19,S0027,6
R024_T01,06:27:23,06:27:23,S0028,7
R024_T01,06:31:39,06:31:39,S0029,8
R024_T01,06:34:39,06:34:39,S0030,9
R024_T01,06:38:03,06:38:03,S0031,10
R024_T01,06:42:29,06:42:29,S0032,11
R024_T01,06:45:55,06:45:55,S0033,12
R024_T02,07:00:00,07:00:00,S0022,1
R024_T02,07:04:34,07:04:34,S0023,2
R024_T02,07:08:40,07:08:40,S0024,3
R024_T02,07:13:16,07:13:16,S0025,4
R024_T02,07:18:30,07:18:30,S0026,5
R024_T02,07:21:58,07:21:58,S0027,6
R024_T02,07:25:00,07:25:00,S0028,7
R024_T02,07:29:01,07:29:01,S0029,8
R024_T02,07:33:17,07:33:17,S0030,9
R024_T02,07:36:21,07:36:21,S0031,10
R024_T02,07:40:31,07:40:31,S0032,11
R024_T02,07:44:41,07:44:41,S0033,12
R024_T03,08:00:00,08:00:00,S0022,1
R024_T03,08:05:05,08:05:05,S0023,2
R024_T03,08:09:43,08:09:43,S0024,3
R024_T03,08:15:13,08:15:13,S0025,4
R024_T03,08:20:14,08:20:14,S0026,5
R024_T03,08:24:24,08:24:24,S0027,6
R024_T03,08:29:51,08:29:51,S0028,7
R024_T03,08:32:54,08:32:54,S0029,8
R024_T03,08:36:15,08:36:15,S0030,9
R024_T03,08:39:27,08:39:27,S0031,10
R024_T03,08:44:02,08:44:02,S0032,11
R024_T03,08:49:36,08:49:36,S0033,12
R024_T04,09:00:00,09:00:00,S0022,1
R024_T04,09:04:15,09:04:15,S0023,2
R024_T04,09:07:18,09:07:18,S0024,3
R024_T04,09:11:54,09:11:54,S0025,4
R024_T04,09:17:25,09:17:25,S0026,5
R024_T04,09:20:28,09:20:28,S0027,6
R024_T04,09:24:28,09:24:28,S0028,7
R024_T04,09:28:33,09:28:33,S0029,8
R024_T04,09:33:13,09:33:13,S0030,9
R024_T04,09:38:43,09:38:43,S0031,10
R024_T04,09:41:49,09:41:49,S0032,11
R024_T04,09:45:02,09:45:02,S0033,12
R024_T05,10:00:00,10:00:00,S0022,1
R024_T05,10:04:05,10:04:05,S0023,2
R024_T05,10:08:12,10:08:12,S0024,3
R024_T05,10:12:37,10:12:37,S0025,4
R024_T05,10:17:08,10:17:08,S0026,5
R024_T05,10:22:24,10:22:24,S0027,6
R024_T05,10:25:58,10:25:58,S0028,7
R024_T05,10:30:09,10:30:09,S0029,8
R024_T05,10:34:33,10:34:33,S0030,9
R024_T05,10:38:44,10:38:44,S0031,10
R024_T05,10:42:46,10:42:46,S0032,11
R024_T05,10:47:14,10:47:14,S0033,12
R024_T06,11:00:00,11:00:00,S0022,1
R024_T06,11:03:17,11:03:17,S0023,2
R024_T06,11:08:20,11:08:20,S0024,3
R024_T06,11:11:26,11:11:26,S0025,4
R024_T06,11:14:48,11:14:48,S0026,5
R024_T06,11:20:14,11:20:14,S0027,6
R024_T06,11:25:28,11:25:28,S0028,7
R024_T06,11:30:31,11:30:31,S0029,8
R024_T06,11:35:04,11:35:04,S0030,9
R024_T06,11:39:38,11:39:38,S0031,10
R024_T06,11:45:08,11:45:08,S0032,11
R024_T06,11:50:23,11:50:23,S0033,12
R025_T01,06:00:00,06:00:00,S0051,1
R025_T01,06:05:02,06:05:02,S0052,2
R025_T01,06:10:38,06:10:38,S0053,3
R025_T01,06:16:14,06:16:14,S0054,4
R025_T01,06:21:53,06:21:53,S0055,5
R025_T01,06:25:00,06:25:00,S0056,6
R025_T01,06:29:11,06:29:11,S0057,7
R025_T01,06:32:24,06:32:24,S0058,8
R025_T01,06:35:32,06:35:32,S0059,9
R025_T01,06:38:59,06:38:59,S0060,10
R025_T02,07:00:00,07:00:00,S0051,1
R025_T02,07:03:40,07:03:40,S0052,2
R025_T02,07:07:18,07:07:18,S0053,3
R025_T02,07:11:38,07:11:38,S0054,4
R025_T02,07:16:42,07:16:42,S0055,5
R025_T02,07:20:06,07:20:06,S0056,6
R025_T02,07:25:31,07:25:31,S0057,7
R025_T02,07:30:51,07:30:51,S0058,8
R025_T02,07:35:24,07:35:24,S0059,9
R025_T02,07:39:24,07:39:24,S0060,10
R025_T03,08:00:00,08:00:00,S0051,1
R025_T03,08:05:33,08:05:33,S0052,2
R025_T03,08:09:40,08:09:40,S0053,3
R025_T03,08:13:49,08:13:49,S0054,4
R025_T03,08:17:25,08:17:25,S0055,5
R025_T03,08:23:02,08:23:02,S0056,6
R025_T03,08:26:08,08:26:08,S0057,7
R025_T03,08:31:14,08:31:14,S0058,8
R025_T03,08:35:48,08:35:48,S0059,9
R025_T03,08:40:14,08:40:14,S0060,10
R025_T04,09:00:00,09:00:00,S0051,1
R025_T04,09:05:31,09:05:31,S0052,2
R025_T04,09:11:09,09:11:09,S0053,3
R025_T04,09:15:11,09:15:11,S0054,4
R025_T04,09:18:28,09:18:28,S0055,5
R025_T04,09:22:37,09:22:37,S0056,6
R025_T04,09:28:15,09:28:15,S0057,7
R025_T04,09:33:40,09:33:40,S0058,8
R025_T04,09:37:05,09:37:05,S0059,9
R025_T04,09:41:20,09:41:20,S0060,10
R025_T05,10:00:00,10:00:00,S0051,1
R025_T05,10:04:23,10:04:23,S0052,2
R025_T05,10:07:44,10:07:44,S0053,3
R025_T05,10:12:03,10:12:03,S0054,4
R025_T05,10:16:34,10:16:34,S0055,5
R025_T05,10:21:40,10:21:40,S0056,6
R025_T05,10:24:48,10:24:48,S0057,7
R025_T05,10:29:16,10:29:16,S0058,8
R025_T05,10:33:33,10:33:33,S0059,9
R025_T05,10:38:59,10:38:59,S0060,10
R025_T06,11:00:00,11:00:00,S0051,1
R025_T06,11:03:28,11:03:28,S0052,2
R025_T06,11:06:54,11:06:54,S0053,3
R025_T06,11:12:25,11:12:25,S0054,4
R025_T06,11:17:48,11:17:48,S0055,5
R025_T06,11:21:20,11:21:20,S0056,6
R025_T06,11:24:24,11:24:24,S0057,7
R025_T06,11:28:56,11:28:56,S0058,8
R025_T06,11:33:04,11:33:04,S0059,9
R025_T06,11:38:40,11:38:40,S0060,10
R026_T01,06:00:00,06:00:00,S0107,1
R026_T01,06:03:03,06:03:03,S0108,2
R026_T01,06:06:05,06:06:05,S0109,3
R026_T01,06:10:08,06:10:08,S0110,4
R026_T01,06:14:20,06:14:20,S0111,5
R026_T01,06:18:43,06:18:43,S0112,6
R026_T01,06:23:15,06:23:15,S0113,7
R026_T01,06:27:55,06:27:55,S0114,8
R026_T01,06:30:56,06:30:56,S0115,9
R026_T01,06:34:19,06:34:19,S0116,10
R026_T01,06:38:57,06:38:57,S0117,11
R026_T02,07:00:00,07:00:00,S0107,1
R026_T02,07:04:37,07:04:37,S0108,2
R026_T02,07:09:59,07:09:59,S0109,3
R026_T02,07:14:09,07:14:09,S0110,4
R026_T02,07:18:14,07:18:14,S0111,5
R026_T02,07:22:15,07:22:15,S0112,6
R026_T02,07:26:18,07:26:18,S0113,7
R026_T02,07:29:54,07:29:54,S0114,8
R026_T02,07:33:08,07:33:08,S0115,9
R026_T02,07:38:22,07:38:22,S0116,10
R026_T02,07:43:35,07:43:35,S0117,11
R026_T03,08:00:00,08:00:00,S0107,1
R026_T03,08:05:01,08:05:01,S0108,2
R026_T03,08:10:01,08:10:01,S0109,3
R026_T03,08:14:09,08:14:09,S0110,4
R026_T03,08:19:20,08:19:20,S0111,5
R026_T03,08:24:20,08:24:20,S0112,6
R026_T03,08:27:36,08:27:36,S0113,7
R026_T03,08:32:55,08:32:55,S0114,8
R026_T03,08:38:12,08:38:12,S0115,9
R026_T03,08:42:36,08:42:36,S0116,10
R026_T03,08:47:05,08:47:05,S0117,11
R026_T04,09:00:00,09:00:00,S0107,1
R026_T04,09:04:19,09:04:19,S0108,2
R026_T04,09:09:52,09:09:52,S0109,3
R026_T04,09:15:17,09:15:17,S0110,4
R026_T04,09:20:23,09:20:23,S0111,5
R026_T04,09:23:55,09:23:55,S0112,6
R026_T04,09:29:18,09:29:18,S0113,7
R026_T04,09:34:56,09:34:56,S0114,8
R026_T04,09:40:14,09:40:14,S0115,9
R026_T04,09:44:20,09:44:20,S0116,10
R026_T04,09:48:24,09:48:24,S0117,11
R026_T05,10:00:00,10:00:00,S0107,1
R026_T05,10:05:20,10:05:20,S0108,2
R026_T05,10:09:36,10:09:36,S0109,3
R026_T05,10:14:55,10:14:55,S0110,4
R026_T05,10:18:04,10:18:04,S0111,5
R026_T05,10:23:19,10:23:19,S0112,6
R026_T05,10:26:57,10:26:57,S0113,7
R026_T05,10:31:17,10:31:17,S0114,8
R026_T05,10:36:25,10:36:25,S0115,9
R026_T05,10:41:26,10:41:26,S0116,10
R026_T05,10:46:57,10:46:57,S0117,11
R026_T06,11:00:00,11:00:00,S0107,1
R026_T06,11:04:25,11:04:25,S0108,2
R026_T06,11:08:27,11:08:27,S0109,3
R026_T06,11:14:03,11:14:03,S0110,4
R026_T06,11:17:24,11:17:24,S0111,5
R026_T06,11:22:38,11:22:38,S0112,6
R026_T06,11:28:12,11:28:12,S0113,7
R026_T06,11:33:42,11:33:42,S0114,8
R026_T06,11:39:04,11:39:04,S0115,9
R026_T06,11:44:23,11:44:23,S0116,10
R026_T06,11:47:58,11:47:58,S0117,11
R027_T01,06:00:00,06:00:00,S0061,1
R027_T01,06:03:16,06:03:16,S0062,2
R027_T01,06:08:51,06:08:51,S0063,3
R027_T01,06:12:12,06:12:12,S0064,4
R027_T01,06:17:17,06:17:17,S0065,5
R027_T01,06:20:39,06:20:39,S0066,6
R027_T01,06:23:58,06:23:58,S0067,7
R027_T01,06:28:19,06:28:19,S0068,8
R027_T01,06:32:35,06:32:35,S0069,9
R027_T01,06:37:53,06:37:53,S0070,10
R027_T02,07:00:00,07:00:00,S0061,1
R027_T02,07:04:03,07:04:03,S0062,2
R027_T02,07:09:40,07:09:40,S0063,3
R027_T02,07:15:19,07:15:19,S0064,4
R027_T02,07:18:49,07:18:49,S0065,5
R027_T02,07:22:21,07:22:21,S0066,6
R027_T02,07:25:45,07:25:45,S0067,7
R027_T02,07:31:04,07:31:04,S0068,8
R027_T02,07:35:07,07:35:07,S0069,9
R027_T02,07:38:15,07:38:15,S0070,10
R027_T03,08:00:00,08:00:00,S0061,1
R027_T03,08:04:36,08:04:36,S0062,2
R027_T03,08:08:45,08:08:45,S0063,3
R027_T03,08:12:56,08:12:56,S0064,4
R027_T03,08:16:27,08:16:27,S0065,5
R027_T03,08:21:07,08:21:07,S0066,6
R027_T03,08:24:27,08:24:27,S0067,7
R027_T03,08:29:30,08:29:30,S0068,8
R027_T03,08:32:58,08:32:58,S0069,9
R027_T03,08:37:11,08:37:11,S0070,10
R027_T04,09:00:00,09:00:00,S0061,1
R027_T04,09:03:31,09:03:31,S0062,2
R027_T04,09:06:39,09:06:39,S0063,3
R027_T04,09:12:06,09:12:06,S0064,4
R027_T04,09:17:33,09:17:33,S0065,5
R027_T04,09:22:00,09:22:00,S0066,6
R027_T04,09:26:24,09:26:24,S0067,7
R027_T04,09:29:26,09:29:26,S0068,8
R027_T04,09:34:38,09:34:38,S0069,9
R027_T04,09:40:01,09:40:01,S0070,10
R027_T05,10:00:00,10:00:00,S0061,1
R027_T05,10:05:12,10:05:12,S0062,2
R027_T05,10:08:12,10:08:12,S0063,3
R027_T05,10:13:27,10:13:27,S0064,4
R027_T05,10:16:49,10:16:49,S0065,5
R027_T05,10:20:57,10:20:57,S0066,6
R027_T05,10:24:21,10:24:21,S0067,7
R027_T05,10:29:58,10:29:58,S0068,8
R027_T05,10:34:08,10:34:08,S0069,9
R027_T05,10:37:10,10:37:10,S0070,10
R027_T06,11:00:00,11:00:00,S0061,1
R027_T06,11:04:33,11:04:33,S0062,2
R027_T06,11:10:06,11:10:06,S0063,3
R027_T06,11:14:33,11:14:33,S0064,4
R027_T06,11:19:41,11:19:41,S0065,5
R027_T06,11:24:12,11:24:12,S0066,6
R027_T06,11:28:24,11:28:24,S0067,7
R027_T06,11:31:49,11:31:49,S0068,8
R027_T06,11:35:03,11:35:03,S0069,9
R027_T06,11:38:11,11:38:11,S0070,10
R028_T01,06:00:00,06:00:00,S0065,1
R028_T01,06:03:07,06:03:07,S0066,2
R028_T01,06:07:09,06:07:09,S0067,3
R028_T01,06:11:49,06:11:49,S0068,4
R028_T01,06:16:23,06:16:23,S0069,5
R028_T01,06:21:26,06:21:26,S0070,6
R028_T01,06:26:29,06:26:29,S0071,7
R028_T01,06:31:35,06:31:35,S0072,8
R028_T01,06:36:36,06:36:36,S0073,9
R028_T01,06:39:43,06:39:43,S0074,10
R028_T01,06:44:11,06:44:11,S0075,11
R028_T01,06:48:18,06:48:18,S0076,12
R028_T01,06:53:34,06:53:34,S0077,13
R028_T01,06:57:43,06:57:43,S0078,14
R028_T02,07:00:00,07:00:00,S0065,1
R028_T02,07:03:19,07:03:19,S0066,2
R028_T02,07:07:25,07:07:25,S0067,3
R028_T02,07:12:58,07:12:58,S0068,4
R028_T02,07:17:37,07:17:37,S0069,5
R028_T02,07:22:45,07:22:45,S0070,6
R028_T02,07:26:51,07:26:51,S0071,7
R028_T02,07:32:30,07:32:30,S0072,8
R028_T02,07:35:48,07:35:48,S0073,9
R028_T02,07:38:54,07:38:54,S0074,10
R028_T02,07:43:06,07:43:06,S0075,11
R028_T02,07:48:18,07:48:18,S0076,12
R028_T02,07:52:51,07:52:51,S0077,13
R028_T02,07:56:13,07:56:13,S0078,14
R028_T03,08:00:00,08:00:00,S0065,1
R028_T03,08:04:10,08:04:10,S0066,2
R028_T03,08:07:45,08:07:45,S0067,3
R028_T03,08:11:58,08:11:58,S0068,4
R028_T03,08:17:28,08:17:28,S0069,5
R028_T03,08:21:43,08:21:43,S0070,6
R028_T03,08:24:43,08:24:43,S0071,7
R028_T03,08:29:48,08:29:48,S0072,8
R028_T03,08:33:24,08:33:24,S0073,9
R028_T03,08:38:55,08:38:55,S0074,10
R028_T03,08:42:00,08:42:00,S0075,11
R028_T03,08:47:04,08:47:04,S0076,12
R028_T03,08:52:10,08:52:10,S0077,13
R028_T03,08:56:24,08:56:24,S0078,14
R028_T04,09:00:00,09:00:00,S0065,1
R028_T04,09:04:29,09:04:29,S0066,2
R028_T04,09:07:35,09:07:35,S0067,3
R028_T04,09:10:37,09:10:37,S0068,4
R028_T04,09:15:00,09:15:00,S0069,5
R028_T04,09:20:20,09:20:20,S0070,6
R028_T04,09:24:27,09:24:27,S0071,7
R028_T04,09:27:29,09:27:29,S0072,8
R028_T04,09:30:37,09:30:37,S0073,9
R028_T04,09:35:47,09:35:47,S0074,10
R028_T04,09:40:09,09:40:09,S0075,11
R028_T04,09:44:48,09:44:48,S0076,12
R028_T04,09:48:53,09:48:53,S0077,13
R028_T04,09:53:14,09:53:14,S0078,14
R028_T05,10:00:00,10:00:00,S0065,1
R028_T05,10:04:25,10:04:25,S0066,2
R028_T05,10:08:42,10:08:42,S0067,3
R028_T05,10:13:12,10:13:12,S0068,4
R028_T05,10:17:22,10:17:22,S0069,5
R028_T05,10:20:30,10:20:30,S0070,6
R028_T05,10:25:33,10:25:33,S0071,7
R028_T05,10:28:39,10:28:39,S0072,8
R028_T05,10:33:16,10:33:16,S0073,9
R028_T05,10:37:52,10:37:52,S0074,10
R028_T05,10:43:20,10:43:20,S0075,11
R028_T05,10:46:59,10:46:59,S0076,12
R028_T05,10:51:21,10:51:21,S0077,13
R028_T05,10:56:22,10:56:22,S0078,14
R028_T06,11:00:00,11:00:00,S0065,1
R028_T06,11:04:31,11:04:31,S0066,2
R028_T06,11:07:57,11:07:57,S0067,3
R028_T06,11:11:59,11:11:59,S0068,4
R028_T06,11:15:15,11:15:15,S0069,5
R028_T06,11:20:35,11:20:35,S0070,6
R028_T06,11:24:08,11:24:08,S0071,7
R028_T06,11:29:44,11:29:44,S0072,8
R028_T06,11:35:20,11:35:20,S0073,9
R028_T06,11:38:41,11:38:41,S0074,10
R028_T06,11:44:14,11:44:14,S0075,11
R028_T06,11:49:53,11:49:53,S0076,12
R028_T06,11:53:20,11:53:20,S0077,13
R028_T06,11:58:35,11:58:35,S0078,14
R029_T01,06:00:00,06:00:00,S0087,1
R029_T01,06:05:24,06:05:24,S0088,2
R029_T01,06:08:59,06:08:59,S0089,3
R029_T01,06:14:02,06:14:02,S0090,4
R029_T01,06:17:12,06:17:12,S0091,5
R029_T01,06:22:42,06:22:42,S0092,6
R029_T01,06:26:52,06:26:52,S0093,7
R029_T01,06:30:23,06:30:23,S0094,8
R029_T01,06:34:38,06:34:38,S0095,9
R029_T01,06:38:55,06:38:55,S0096,10
R029_T01,06:42:27,06:42:27,S0097,11
R029_T01,06:46:02,06:46:02,S0098,12
R029_T01,06:51:26,06:51:26,S0099,13
R029_T01,06:55:41,06:55:41,S0100,14
R029_T01,06:59:10,06:59:10,S0101,15
R029_T02,07:00:00,07:00:00,S0087,1
R029_T02,07:04:05,07:04:05,S0088,2
R029_T02,07:08:33,07:08:33,S0089,3
R029_T02,07:12:40,07:12:40,S0090,4
R029_T02,07:16:41,07:16:41,S0091,5
R029_T02,07:20:06,07:20:06,S0092,6
R029_T02,07:24:08,07:24:08,S0093,7
R029_T02,07:29:43,07:29:43,S0094,8
R029_T02,07:32:48,07:32:48,S0095,9
R029_T02,07:38:27,07:38:27,S0096,10
R029_T02,07:43:46,07:43:46,S0097,11
R029_T02,07:49:21,07:49:21,S0098,12
R029_T02,07:52:50,07:52:50,S0099,13
R029_T02,07:57:13,07:57:13,S0100,14
R029_T02,08:00:27,08:00:27,S0101,15
R029_T03,08:00:00,08:00:00,S0087,1
R029_T03,08:05:39,08:05:39,S0088,2
R029_T03,08:11:09,08:11:09,S0089,3
R029_T03,08:16:32,08:16:32,S0090,4
R029_T03,08:22:00,08:22:00,S0091,5
R029_T03,08:25:06,08:25:06,S0092,6
R029_T03,08:30:20,08:30:20,S0093,7
R029_T03,08:33:41,08:33:41,S0094,8
R029_T03,08:38:21,08:38:21,S0095,9
R029_T03,08:42:56,08:42:56,S0096,10
R029_T03,08:48:19,08:48:19,S0097,11
R029_T03,08:53:25,08:53:25,S0098,12
R029_T03,08:56:35,08:56:35,S0099,13
R029_T03,09:00:43,09:00:43,S0100,14
R029_T03,09:06:09,09:06:09,S0101,15
R029_T04,09:00:00,09:00:00,S0087,1
R029_T04,09:05:12,09:05:12,S0088,2
R029_T04,09:08:19,09:08:19,S0089,3
R029_T04,09:12:32,09:12:32,S0090,4
R029_T04,09:16:44,09:16:44,S0091,5
R029_T04,09:22:05,09:22:05,S0092,6
R029_T04,09:25:31,09:25:31,S0093,7
R029_T04,09:29:11,09:29:11,S0094,8
R029_T04,09:34:48,09:34:48,S0095,9
R029_T04,09:38:16,09:38:16,S0096,10
R029_T04,09:42:53,09:42:53,S0097,11
R029_T04,09:48:01,09:48:01,S0098,12
R029_T04,09:52:01,09:52:01,S0099,13
R029_T04,09:57:04,09:57:04,S0100,14
R029_T04,10:02:31,10:02:31,S0101,15
R029_T05,10:00:00,10:00:00,S0087,1
R029_T05,10:05:11,10:05:11,S0088,2
R029_T05,10:10:48,10:10:48,S0089,3
R029_T05,10:13:56,10:13:56,S0090,4
R029_T05,10:17:20,10:17:20,S0091,5
R029_T05,10:22:58,10:22:58,S0092,6
R029_T05,10:28:18,10:28:18,S0093,7
R029_T05,10:33:42,10:33:42,S0094,8
R029_T05,10:38:20,10:38:20,S0095,9
R029_T05,10:43:35,10:43:35,S0096,10
R029_T05,10:48:00,10:48:00,S0097,11
R029_T05,10:52:18,10:52:18,S0098,12
R029_T05,10:56:26,10:56:26,S0099,13
R029_T05,10:59:52,10:59:52,S0100,14
R029_T05,11:05:24,11:05:24,S0101,15
R029_T06,11:00:00,11:00:00,S0087,1
R029_T06,11:04:35,11:04:35,S0088,2
R029_T06,11:09:48,11:09:48,S0089,3
R029_T06,11:13:01,11:13:01,S0090,4
R029_T06,11:18:19,11:18:19,S0091,5
R029_T06,11:23:41,11:23:41,S0092,6
R029_T06,11:28:49,11:28:49,S0093,7
R029_T06,11:34:00,11:34:00,S0094,8
R029_T06,11:39:34,11:39:34,S0095,9
R029_T06,11:45:14,11:45:14,S0096,10
R029_T06,11:49:21,11:49:21,S0097,11
R029_T06,11:53:56,11:53:56,S0098,12
R029_T06,11:58:33,11:58:33,S0099,13
R029_T06,12:03:59,12:03:59,S0100,14
R029_T06,12:09:33,12:09:33,S0101,15
R030_T01,06:00:00,06:00:00,S0002,1
R030_T01,06:05:06,06:05:06,S0003,2
R030_T01,06:08:30,06:08:30,S0004,3
R030_T01,06:11:33,06:11:33,S0005,4
R030_T01,06:16:36,06:16:36,S0006,5
R030_T01,06:19:53,06:19:53,S0007,6
R030_T01,06:23:11,06:23:11,S0008,7
R030_T01,06:28:27,06:28:27,S0009,8
R030_T01,06:31:30,06:31:30,S0010,9
R030_T01,06:36:48,06:36:48,S0011,10
R030_T01,06:40:22,06:40:22,S0012,11
R030_T01,06:43:44,06:43:44,S0013,12
R030_T01,06:47:50,06:47:50,S0014,13
R030_T01,06:53:25,06:53:25,S0015,14
R030_T01,06:57:00,06:57:00,S0016,15
R030_T01,07:01:15,07:01:15,S0017,16
R030_T02,07:00:00,07:00:00,S0002,1
R030_T02,07:05:03,07:05:03,S0003,2
R030_T02,07:09:27,07:09:27,S0004,3
R030_T02,07:13:47,07:13:47,S0005,4
R030_T02,07:18:50,07:18:50,S0006,5
R030_T02,07:22:06,07:22:06,S0007,6
R030_T02,07:25:45,07:25:45,S0008,7
